Дата;Инн;КБК;Наименование КБК;Сальдо
01.05.2015;0266040509;18210102010010000110;(НА)Налог на доходы физических лиц с доходов, источником которых является налоговый агент, за исключением доходов, в отношении которых исчисление и уплата налога осуществляются в соответствии со статьями 227, 227 и 228 Налогового кодекса Российской Федера;-310075,74
01.05.2015;0266040509;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-5726
01.05.2015;0266034833;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-3779
01.05.2015;0266040072;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-107,07
01.05.2015;0266025677;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-13714
01.05.2015;0266035925;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-14278
01.05.2015;0266035925;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-1586
01.05.2015;0266035925;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-20007,9
01.05.2015;0266041284;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-1808
01.05.2015;1650244278;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-2306
01.05.2015;0266029103;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-100
01.05.2015;0266029103;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1172
01.05.2015;0266029103;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-637
01.05.2015;0266020358;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-292,04
01.05.2015;0266020358;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-179,81
01.05.2015;0266020358;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-962
01.05.2015;0266028808;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-74252
01.05.2015;0266028808;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-111820
01.05.2015;0266024987;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-600
01.05.2015;0278183156;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-32041
01.05.2015;0266023831;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-4855
01.05.2015;0266027280;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-662,28
01.05.2015;0266028004;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-3486,31
01.05.2015;0266028004;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-143148
01.05.2015;0266022813;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-148
01.05.2015;0266024345;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-191
01.05.2015;0266028928;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-36766
01.05.2015;0266034047;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-61114
01.05.2015;0266034047;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-616
01.05.2015;0266034047;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-68
01.05.2015;0266029167;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-233
01.05.2015;0266032530;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-140753,56
01.05.2015;6324020865;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-274
01.05.2015;6324020865;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1481
01.05.2015;0266034343;18210604011020000110;Транспортный налог с организаций;-101594,92
01.05.2015;0266034343;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-115795,94
01.05.2015;0266034343;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-43920,48
01.05.2015;0266034343;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-1604,9
01.05.2015;7714794383;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-32098
01.05.2015;0266032931;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-5157
01.05.2015;0266029985;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-63492
01.05.2015;0266021016;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-549
01.05.2015;0266021016;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-372
01.05.2015;0266021016;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-531
01.05.2015;0266021016;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-7128
01.05.2015;0266021016;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-185,27
01.05.2015;0266015534;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-146
01.05.2015;0266015534;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-959,15
01.05.2015;0266015534;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-952,07
01.05.2015;0266015534;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-722,57
01.05.2015;0266015534;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-2834
01.05.2015;0266015534;18210906010020000110;"Налог с продаж (в части сумм по расчетам за 2003 и погашения задолженности прошлых лет);";-3772,71
01.05.2015;0266033491;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-10284
01.05.2015;0266031039;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-3840
01.05.2015;0266033124;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-150
01.05.2015;7701274771;18210606032040000110;(Салават)Земельный налог с организаций, обладающих земельным участком, расположенным в границах городских округов;-314649
01.05.2015;7701274771;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-74626
01.05.2015;0266022933;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-9186,43
01.05.2015;0266022933;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-743
01.05.2015;0266022933;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-9269,58
01.05.2015;0266024553;18210501022010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-5623
01.05.2015;0266030733;18210301000010000110;НДС Налогового агента;-5611
01.05.2015;0266032339;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-90251
01.05.2015;0266030719;18210502020020000110;Единый налог на вмененный доход для отдельных видов деятельности (за налоговые периоды, истекшие до 01.01.2011 г.);-3197,15
01.05.2015;0266030719;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-1574
01.05.2015;0266016224;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-371,89
01.05.2015;0266016224;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-364
01.05.2015;0266016224;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-280,07
01.05.2015;0266016224;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-312,54
01.05.2015;0266016224;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-837,12
01.05.2015;0266016224;18210906010020000110;"Налог с продаж (в части сумм по расчетам за 2003 и погашения задолженности прошлых лет);";-864,36
01.05.2015;0266016224;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-97
01.05.2015;0266029216;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-2118
01.05.2015;0266029216;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-126357,99
01.05.2015;0266029216;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-47476,88
01.05.2015;0266016432;18210604011020000110;Транспортный налог с организаций;-1643,87
01.05.2015;0266016432;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-732
01.05.2015;0266033660;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-615
01.05.2015;0266033660;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-8456
01.05.2015;0266033660;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-93
01.05.2015;0266030941;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-538
01.05.2015;0266032402;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-30034
01.05.2015;0266015728;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-1726
01.05.2015;0266015728;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-192
01.05.2015;0268068242;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-8549,29
01.05.2015;0266029230;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-2635,72
01.05.2015;0276078646;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-2329
01.05.2015;0266033639;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-68,49
01.05.2015;0266025518;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-491,4
01.05.2015;0266025518;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1957
01.05.2015;0266041333;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-5313
01.05.2015;0266041333;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-17947
01.05.2015;0266041333;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-1989
01.05.2015;0266033558;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-24569,72
01.05.2015;0266033558;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-45122
01.05.2015;0276026694;18210908040080000140;Недоимка по взносам в Федеральный фонд обязательного медицинского страхования;-58,05
01.05.2015;0266022556;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-8258
01.05.2015;0266016168;18210907052040000110;Прочие местные налоги и сборы;-318
01.05.2015;0266016168;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-60
01.05.2015;0266016168;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-424
01.05.2015;0266016168;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-152
01.05.2015;0266016168;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-4828
01.05.2015;0266028565;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1610,68
01.05.2015;0266028565;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-58
01.05.2015;0266028565;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-529
01.05.2015;0266010021;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-973
01.05.2015;0266033156;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-911
01.05.2015;0266033156;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-101
01.05.2015;0266033156;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-995924
01.05.2015;0266033156;18210102010010000110;(НА)Налог на доходы физических лиц с доходов, источником которых является налоговый агент, за исключением доходов, в отношении которых исчисление и уплата налога осуществляются в соответствии со статьями 227, 227 и 228 Налогового кодекса Российской Федера;-508165
01.05.2015;0266033156;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-1702
01.05.2015;0266020968;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-135
01.05.2015;0266020968;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-361458,3
01.05.2015;0266020968;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-11240
01.05.2015;0266016263;18210604011020000110;Транспортный налог с организаций;-11707
01.05.2015;0266016263;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-98419
01.05.2015;0266016263;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-44613
01.05.2015;0266033220;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-2922
01.05.2015;0266033220;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-3994
01.05.2015;0266030797;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-9247
01.05.2015;0266021055;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-126
01.05.2015;0266018447;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-340
01.05.2015;0266018447;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-490
01.05.2015;0266018447;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-108
01.05.2015;0266023951;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-151,49
01.05.2015;0266019828;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-108
01.05.2015;0266019828;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-202,5
01.05.2015;0266019828;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-189,89
01.05.2015;0266019828;18210906010020000110;"Налог с продаж (в части сумм по расчетам за 2003 и погашения задолженности прошлых лет);";-675,39
01.05.2015;0266022891;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-1195
01.05.2015;0266022891;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-14627
01.05.2015;0266022891;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-47777
01.05.2015;0266022891;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-2038
01.05.2015;0266022891;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-930
01.05.2015;0266022891;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-870
01.05.2015;0266022891;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-3800949
01.05.2015;0266022891;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-1465554
01.05.2015;0266022891;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-3945723
01.05.2015;0266022891;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-6300
01.05.2015;0266030042;18210604011020000110;Транспортный налог с организаций;-12250
01.05.2015;0266030042;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-31742,77
01.05.2015;0266030042;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-6792
01.05.2015;0266022651;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-16288
01.05.2015;0266034248;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-4130329,6
01.05.2015;0266034248;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-509068,36
01.05.2015;0266034248;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-57300
01.05.2015;0266015830;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-238,87
01.05.2015;0266015830;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-400
01.05.2015;0266025645;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-28052,72
01.05.2015;7733647507;18210606032040000110;(Салават)Земельный налог с организаций, обладающих земельным участком, расположенным в границах городских округов;-24616
01.05.2015;0266020206;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-55
01.05.2015;0266020206;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-2856
01.05.2015;0266010864;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;0
01.05.2015;0266010864;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;0
01.05.2015;0266010864;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-599
01.05.2015;0266010864;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;0
01.05.2015;0266027321;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-42235
01.05.2015;0266002239;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-1313960
01.05.2015;0266002239;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-9873207
01.05.2015;0266002239;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-3366474
01.05.2015;0266002239;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-30298268
01.05.2015;0266019585;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-105
01.05.2015;0266000070;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-98,99
01.05.2015;0266000070;18210907052040000110;Прочие местные налоги и сборы;-353,6
01.05.2015;0266000070;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-2172,22
01.05.2015;0266000070;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-1300,33
01.05.2015;0266000070;18210501022010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-643
01.05.2015;0266000070;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-278
01.05.2015;0266000070;18210906010020000110;"Налог с продаж (в части сумм по расчетам за 2003 и погашения задолженности прошлых лет);";-1990,45
01.05.2015;0266023503;18210301000010000110;НДС Налогового агента;-1656
01.05.2015;0266023366;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-102971
01.05.2015;0266023366;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-359083,68
01.05.2015;0266028903;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-13247
01.05.2015;0266026550;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-24154
01.05.2015;0266026550;18210301000010000110;НДС Налогового агента;-1969,2
01.05.2015;0266017556;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-12133
01.05.2015;0266017556;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-96
01.05.2015;0266024264;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-28974,16
01.05.2015;0266024521;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-6756
01.05.2015;0266011434;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-14226
01.05.2015;0266026529;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-50153
01.05.2015;0266017316;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-90
01.05.2015;0266019786;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-153
01.05.2015;0266033364;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-101322
01.05.2015;0266022820;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-12812,72
01.05.2015;0266028540;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-26831
01.05.2015;0266028540;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-8393
01.05.2015;0266028540;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-117
01.05.2015;0266028540;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-1053
01.05.2015;0266028540;18210301000010000110;НДС Налогового агента;-2819
01.05.2015;0266030525;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-29587
01.05.2015;0266030525;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-3287
01.05.2015;0266022563;18210502020020000110;Единый налог на вмененный доход для отдельных видов деятельности (за налоговые периоды, истекшие до 01.01.2011 г.);-5126,95
01.05.2015;0266020291;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-99
01.05.2015;0266020291;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-185,08
01.05.2015;0266020291;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-207
01.05.2015;0266020291;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-723,2
01.05.2015;0266020291;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-189,91
01.05.2015;0266020291;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-122
01.05.2015;0266020291;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-53
01.05.2015;0266030275;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-4225
01.05.2015;0266030275;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-1564
01.05.2015;0266030275;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-90,03
01.05.2015;0266000961;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-485
01.05.2015;0266030638;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-3429
01.05.2015;0266030638;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-114384
01.05.2015;0266015492;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-242,53
01.05.2015;0266033269;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1732
